,0,1,2,3,4,5,6,7,8,9
ham,0.15755410269519596,0.023349008794523025,0.1256997871296784,-0.02049847522596822,-0.09288987548283999,0.042483845889826496,0.20660810501431096,0.1651095787631112,-0.07631570759248418,0.015360873160626782
ham,0.08572965729730501,-0.02478908733394746,-0.01885649459818105,0.026089357881454358,0.02181554416093932,0.017282253196005456,-0.1520201167771503,0.03830649904637998,-0.03510642247444183,-0.04110082166111925
spam,0.09008321277703535,0.0031981933303552148,-0.014331671794473878,-0.04289265548637799,0.1440874732374735,0.023944560419318535,-0.00048375030039274466,-0.03605288463812072,0.04083885843131702,0.06984153974538587
ham,-0.1371359815646982,-0.08297814759284157,0.06980498782337825,0.013774306507117681,0.001047116613003128,0.07228713013113564,0.0377559096946949,-0.002713168440612343,0.13391336038568316,0.0018618089905602805
ham,0.07158387582466634,0.1320084754175973,0.07935299328594622,0.07567842550146808,-0.09691311718390473,0.030149127083228366,0.006943175475391899,0.007656019812681255,-0.042178693693146814,0.016824924926196087
ham,-0.0004998647112708928,-0.03147941716482556,-0.05847075376291566,0.039941545835303786,-0.020008393816356346,0.02915618353059441,-0.10951568960138805,0.11329979485688069,0.06267066104390212,0.0845120385251013
ham,-0.11571268267363234,-0.05312502342832298,0.024142419800001865,-0.02992780746365765,-0.11287180909993354,-0.04012885290343452,0.07774786803538311,-0.04216930634185675,-0.026334810348151463,-0.048346386294576264
ham,0.1910779548532711,-0.02484944481173883,0.07648661754798564,-0.010521723581646006,0.009421203382482318,0.12887636618434894,0.03710581169150145,-0.12782448931397403,-0.06426178986846637,0.048364749662191925
ham,0.03248813361460506,-0.020500623025236135,-0.02577316258742969,-0.011392096747607222,0.037197375332982154,0.09077413184778992,0.00231892676154786,-0.09296699558674204,-0.021070546012766228,-0.007586970624557395
ham,0.2817709193280019,0.020912834495336912,0.15739503337120347,-0.0028311267385501466,-0.020441699186918603,0.0025790699255218226,0.034006537057858714,-0.025110974315775133,-0.04764991306102982,0.08895757793879053
spam,0.020878409608524773,0.12066221262295115,-0.04959981340957892,-0.23243983305958468,0.25417608006104,0.015266188479932472,0.09050333235558294,0.03937113342056371,-0.0060569333292543135,-0.04597839446769717
ham,0.20631521736672614,0.027006880009000565,0.13416172871035545,-0.055818636033335305,-0.030881245235365437,-0.18627369938419647,-0.046950153341180294,-0.033289653122318866,0.03738985965064032,-0.01778248991337477
ham,0.0692679381226968,0.0012469070611314391,-0.008386514076182969,0.19304976289518042,0.1625322154709162,-0.21196441646831515,0.07268987091096923,0.03731702787238772,-0.04070178803628215,0.09204111338730016
ham,-0.05947939091694927,-0.01989520498152169,-0.03743692236426987,-0.03848247249585602,-0.013392071226163123,-0.05766178416327373,-0.002475454231183292,-0.025562635061503126,-0.033297195313794686,0.023139171897152356
ham,0.05578014555925266,0.013909825996610847,0.029920164633124906,0.019899272508401802,-0.022264277736187728,-0.020386682936612572,-0.011309575232764843,-0.02629056098620945,0.07128171982093696,-0.012566277446839948
ham,-0.04845535723292178,-0.027189444358340385,-0.04016137337432559,-0.02285249149719365,-0.02391514448502286,-0.019094710141325164,0.013314637259513642,-0.02797051248454434,0.028002930301989262,0.03126040807021289
ham,-0.011048210526600141,-0.017779889500798098,0.00552836113624196,0.08466381476975757,-0.07619666318864617,0.08681782893732246,0.040894535042752984,-0.032675345546756954,-0.11712188536398055,-0.12982133971099707
ham,0.048204359934657,-0.029498674919556808,-0.015186110118638232,-0.022413771970807187,0.028417680508649172,0.03869020261303994,0.008271326161980693,-0.029815504574013572,0.06038683023951684,0.056930127235271494
ham,0.1871322710834493,0.04111773381393451,0.12755798123086676,0.028511855978938547,-0.100228095894395,-0.009648803555816658,0.1535312683197337,0.14733628622926695,0.021179395230946235,0.006790764286359044
ham,0.00523128335383939,-0.01870316627738341,-0.05393823491337675,0.24309344138297972,0.1739207978917554,-0.16015432284433642,0.06740291720958576,0.022666557613524187,-0.09141712260085737,0.013831925000198409
ham,-0.0514360335910839,-0.01741053378576437,-0.042146565788587206,0.02028723144310738,-0.040972736736483696,-0.017289638793717185,0.008282769608598547,-0.016120751715804342,0.011709542734722602,-0.013248280155619123
ham,0.12160210968968997,0.14523257569793854,0.035905008116192204,0.048474123115948974,-0.008248278089636806,0.09825643602208162,-0.14809649165289043,0.022351022172671257,-0.08531989853611661,-0.011018490692337079
spam,-0.02499499602327683,-0.026557552300775677,-0.05746154579647268,-0.020906215074052915,0.0262299311290067,-0.0016165086697928139,-0.07569906978692943,0.03319282299556078,0.03343016204710756,-0.042402428662084074
ham,0.077539517063898,-0.000635884419802289,0.01043420218216033,0.1722565082629592,0.09737356364206852,-0.14355214447288953,0.1091714081959535,-0.018798651023505895,-0.09410790961413724,-0.06417568882625176
spam,-0.05237207090184033,0.025699629280219016,-0.06036996050342779,-0.08158617637725915,0.03043564427423456,-0.04457664010184464,-0.013873828262197145,0.05530255684030925,-0.029649615670583298,-0.016029440801121907
ham,-0.2397413135613256,0.7905482350433393,0.0629114876004081,0.0842726811323302,-0.07413010575633566,0.035011738306762095,-0.09288769637496848,-0.014108661669214621,0.10658310983266346,0.07799224113608937
ham,0.1269484515917125,0.018371738588286415,0.09292251016886643,-0.02600076548956287,-0.045375106519665746,-0.1002423429846092,0.06311094624262777,-0.007162010662104547,0.019139208731743487,-0.015116639317691409
ham,-0.028025652427018547,-0.030328994094039115,-0.04880371771399488,-0.0012160434465107498,-0.02571034958205337,-0.003301017725153806,-0.057819714983962836,-0.00999550783751822,-0.011798429024697693,-0.00412669783513574
ham,0.02546995530388843,-0.017236204519489557,-0.055167405243553624,-0.058711900926400926,0.05951750221337595,0.07880997209063448,0.056674662071396736,0.12674694781179838,-0.010244845797425545,0.004971210896566056
ham,-0.011262759094240689,-0.018226667127303527,-0.005357677531115077,-0.03511290512741816,-0.03956735224211057,-0.09947135450968615,-0.02933237119200845,-0.0369611749976094,0.009088001645150279,0.018866853125558317
ham,-0.04153943178260513,-0.03384269424948226,-0.04125446126596798,0.0076354141035188654,-0.03283059913879739,-0.038806153932281796,-0.058603775949161406,-0.0091589211106909,-0.030897624702585176,0.004051620603922486
ham,-0.17228865921477954,0.045175163098520196,0.16700295881744637,0.05758822690826908,-0.009389536264526554,0.11239503091353241,-0.00044441444431254684,0.025995771744646835,-0.03217146016576634,0.04644530616170411
ham,-0.129244795269854,-0.06286275158035874,0.06377392956821734,0.013619667244863487,-0.05376585260426736,-0.021198082865047322,-0.0013195506611367214,-0.0015854002672972946,0.001744499341576919,-0.00277225834748615
spam,0.11738325395434371,0.06261430563003398,0.04194448956154563,-0.10746459777158057,0.09712560762617223,-0.071404516862062,-0.023782267509810454,0.012397793737981605,-4.189613524173012e-05,0.04941558926649382
ham,-0.005340467746831941,-0.03882136708817284,-0.04848012975117006,-0.017359653489953046,-0.0014866239229694319,0.07018071411322466,0.060889774676807985,0.1237790097246287,-0.018332628235157793,0.09252101126218855
spam,-0.034181147175395235,-0.02165833845779764,-0.06663657576110926,-0.1255897736402237,0.11718604095252755,0.03616477562232068,0.040446215494900295,-0.09900272308053304,0.0028343680033893577,0.03860749927097492
spam,0.0702461942788393,-0.02517367998242902,-0.0011805697141126802,0.03496602087387863,-0.013029803253179826,0.02651441359040253,-0.10887801917017635,0.04604491653610616,-0.04680338300660958,-0.04117644468936208
ham,-0.003642427233174563,-0.02603481120863669,-0.05237538614840139,-0.04420432515980994,0.06618777312592804,0.05537187371026722,-0.01826102317271696,-0.029420195249849287,-0.0009895617283731495,0.05244527258710002
ham,-0.059143957399394424,-0.028214188442661756,-0.0035399797204889926,-0.00018889063993034433,-0.05920867521373886,-0.015368685654859722,0.052439405246893736,-0.026560962131457377,-0.023412677505797723,-0.08563949860803237
ham,0.205022445007049,0.02817726251678859,0.14210291929991098,-0.03660729268173382,-0.053968586679441016,-0.21179589319675823,-0.009368805468794011,-0.05489714425822718,0.09085577162986656,-0.010553172536181342
ham,-0.027873975930727747,-0.011302334721095568,-0.020812472753078466,-0.011674095558154936,-0.053331600224119924,-0.03139919676346164,0.09472558690525856,0.014281771936859922,0.08758009137379841,-0.055525552172262516
ham,0.31725234402701025,0.032586569834154124,0.2179896455036294,-0.041245262814743056,-0.07886947889229928,-0.23958855425244582,-0.02323885313184562,-0.05213418712364504,0.04814598203709784,0.008783050631766516
ham,-0.039632715276645095,0.24302849291889805,0.03856260479589585,-0.18181504022305822,-0.005306802828595541,0.06989882833203744,0.38476915732596434,0.4481683959173533,-0.017345886533328067,-0.23801586156025503
ham,0.05061123929240924,0.14522381028948536,0.037157951218358166,-0.13111118866318014,0.06246264654562922,-0.04562044555448796,0.1587886265108635,0.22851294918230658,0.03107319290588071,0.057206962804299114
ham,0.0727353888538458,-0.008390169912938882,0.01753808980933725,0.03060821712591358,0.01980246206872927,0.001809963279501107,-0.025693535713109134,0.02899114101036585,0.06278491766956337,0.042550099509364316
ham,0.03582925231428492,-0.012481599403472219,0.01738862530315843,0.011480575692166968,-0.04182968299898222,-0.06066813942382998,0.00020937966314023114,0.000736796095398814,0.012817822365080308,0.050005260119442056
ham,-0.03285830371197826,-0.027098511528671623,-0.06831383362804015,0.24888081979081703,0.15329342849416247,-0.17816002734721875,0.12897441289954464,-0.022147509919524255,-0.1217306730651384,0.00804924969344734
ham,0.03728500597305984,-0.04585874447384744,-0.023696306599310473,0.05647145132596403,-0.044894080429762874,-0.010586230401785409,-0.07868615224042103,0.014934745727764803,0.006060570013924577,-0.016295758964677
ham,-0.2735586060594463,0.9081994413308636,0.07466972486930641,0.03627239248579702,-0.03455586352558891,0.04707969183905709,-0.09434847763313041,-0.06226063090104948,-0.07199394568015462,0.056257869208227694
ham,0.10747692229429295,0.16518264486335152,0.087177838086066,-0.13332840231188134,-0.006226621125333125,-0.027704398393454354,0.1667994981381433,0.24409435668891546,-0.015845509357672174,-0.08022922622327106
ham,-0.12330845505113786,-0.09162669638126106,0.14636420706286266,0.006126215454056058,0.16855166997022242,0.09379190006266833,-0.05562549763582669,0.10926365321001717,0.24256325270081794,0.09295534627317029
ham,0.16365952504645956,0.015110455965690934,0.013708309014926713,0.20580018100548567,0.023613639691823785,0.10079217125586822,-0.22619992880216108,0.02979525093519958,0.28580257414761523,-0.020265373473094293
ham,-0.07580460895257227,-0.031889165327393346,-0.03329848141870638,-0.04144650186942305,-0.003830008364131087,-0.04203600762183178,0.008049468869183332,-0.04333564290110504,-0.005327852161456344,-0.014453814958248455
ham,0.03843975758218494,0.27731758706928833,0.08442319952781674,-0.057921100997498434,-0.004117420119532753,0.03321321638101672,0.10180156269514423,0.10638437284319617,-0.08682907028457562,-0.032111851774111085
ham,0.005026704308446641,-0.03855375037748465,-0.048549433237604224,0.0071167795886997,-0.02664174096292231,0.04183721338313678,-0.039927753720796794,0.04861539202044599,-0.034732613482163485,0.03927615136165544
ham,0.0071155273817976525,-0.02418185995973904,-0.05647652383207286,0.057243852908759565,-0.008009702752116973,0.1394858502924166,-0.01428510371897535,0.02482911734146741,0.10575183718975724,0.06023750610663778
ham,0.013385555686933047,-0.04202878201736647,-0.03354089310633533,0.053179702006324554,-0.04427169320772282,0.16214075918230458,0.022619956250731675,-0.0792841632502728,-0.07731301214477569,0.002547728505339955
ham,-0.07381458078635109,-0.027196764810799866,-0.04934145323132791,-0.055404338476139035,0.015542531358353307,-0.0231695807666957,0.05592984275927909,-0.05286614426836851,0.020461139743265994,0.008279750236051188
ham,0.060098804318937424,0.11032481982367394,0.050194729713754445,0.0337802317298298,-0.008040244396138155,0.07161097532028915,0.017423392311347253,-0.13340717959317913,-0.05402469620107861,-0.025793008440480037
ham,-0.04498646375595501,0.06147223386095495,0.06117442796995055,0.14641054483933807,-0.01670348347506775,0.19490063647620884,-0.16226629472089274,-0.005729963763757614,-0.04851642665748383,0.05993196136091717
ham,-0.006624442941536416,-0.007208311701173461,-0.020145894674346392,0.024114467166739775,-0.03744789563552142,0.0071875068465622255,-0.00990908592835629,-0.011954758253796828,0.07589296609389473,0.003475345165430782
spam,0.014312179979406576,0.07743775852908498,-0.022320054134282303,-0.16591104288249967,0.12257131723806379,-0.08596575656505188,-0.025038269344618693,0.0034701399106607063,-0.054129779873603866,-0.08181549711782227
ham,-0.07818010519054039,0.07013632454544125,-0.026086223581700103,0.003635152041595517,-0.0544947337232092,0.0005706620287925311,0.023839747532406988,-0.055986217744042326,0.06383446953864425,0.020267135583444684
spam,0.02880082936957425,-0.02086847733906778,-0.07553168562613334,-0.07073452990979893,0.16293925927727532,0.14889922167369649,-0.015964271005072535,-0.031144188325573207,0.034903675868631814,0.05198776696351044
ham,-0.0849964525672605,-0.031439885548207154,-0.03189075963350239,-0.02889267400109471,-0.07960211841366097,-0.06760446997395755,0.023739283645929917,-0.02543731375141006,-0.001335413059744914,-0.03664441152469803
ham,0.014053480925206465,-0.013458838548375986,-0.03154466009538878,0.003763438033975375,0.010823431288784055,0.059508658820694275,-0.00026638806104429115,-0.11719118029649205,0.029127624610086302,-0.12027454856886864
ham,-0.054472320448824336,-0.05493101094513804,0.037266604417062414,-0.002106455564845638,0.07961617552620232,0.07148179166738136,-0.03870072478399945,-0.0006604651664337524,0.02358837836571792,0.00944456878354629
ham,0.0221771929334374,0.003885154548473467,-0.015805855690448185,-0.07618825407987433,0.03150313319871174,0.10123262050242403,0.12169257441162798,0.03292003720574077,-0.0527235446864256,0.007312111165134606
ham,-0.04437557181894969,-0.029401841085722025,-0.033380007403853836,-0.01114877764393689,-0.03153592745896617,-0.014476229125232595,0.016728452421276463,0.007988412939830795,-0.028133525239063473,-0.06823958493570188
ham,0.0022987244890979464,-0.03494612831467478,-0.04843818304057383,-0.016653231474817006,0.013991093417760957,0.05255944056064594,-0.005499835842769843,-0.04154699487869078,-0.027784533813576925,0.034299124018065744
ham,-0.013677171614753071,-0.0187481964747174,-0.057237878194861654,-0.08806609279528456,0.07921545563253389,-0.03830941407738656,-0.018282232773574277,0.019689998639095038,-0.05223173189961583,0.050867035761483166
ham,0.054890885261444394,-0.02221553539544302,-0.009528798180380563,0.024976202035951155,-0.01198909836030865,0.09333952689223565,-0.009199197858787738,-0.002532361541630839,-0.057555136799814284,0.03717372936968954
ham,0.06128175278696499,-0.016807594678248182,0.02915922624542397,-0.01093287169389871,-0.05942978187891983,-0.039043253617235034,-0.023573181856638446,0.02617922304490132,-0.0441873467691177,0.1346709521024649
ham,0.03511795348914959,-0.01932531179855279,-0.02526294468225602,-0.035352588726698435,0.0002495040750835394,-0.048478471477748426,-0.029588501121550103,0.09612085371805179,-0.06821801860440949,0.17491972307830067
ham,0.07285541196824329,0.1567682550341696,0.06859427892220489,0.04726651286753099,-0.03507056487212948,0.05611985660829685,0.027136117976550193,-0.10792344460334735,-0.0007450918749506469,-0.1158168369172355
ham,-0.007681381217492102,-0.03477691286795759,-0.015812542028063488,0.012441583425144795,-0.09015595790424215,-0.02081821400189083,-0.03423891819788713,0.028650004827701726,-0.05816560085492892,0.13676982822654307
ham,0.050530465330344713,-0.03192997525749612,-0.0007437694698213684,0.060242441602503936,-0.027271596754536657,0.0704273991383666,-0.012879219371655566,0.021156240588536157,0.03114834058071822,0.08534808427677389
ham,-0.05359313896532103,-0.027754662844542057,-0.033424803804360935,0.0036457915709970545,-0.057992612748821455,-0.017896789956051797,-0.004375649744433485,-0.02017580947514889,-0.057132117005839665,-0.021642857788698747
ham,0.0168700067349591,-0.04460616802150969,-0.07049246441566244,0.04616983434575306,0.01259442403124245,0.018864935854286162,-0.19041732085884142,0.08418180201699053,0.041168833123226875,-0.07357571011237862
ham,0.07605120633196853,-0.0053397440807842825,0.03757018273325559,-0.032151671883173846,0.019583665811917415,-0.06423609111706892,0.05124516344395811,-0.03343304189683197,0.05531097328112918,0.03881446297651004
ham,-0.1224955730946427,-0.08086447196618246,0.10058100799053545,0.05012756645079835,-0.0508766296443875,0.03857914765154616,-0.0146965851134591,0.007528287061913771,-0.08646255330171403,0.005191963872509165
spam,0.10267648943335309,0.07944046628141248,0.035892393606007454,-0.15641403197311946,0.12501864664321827,-0.08625781092354617,-0.029164269252823206,-0.0593284132023823,-0.02037327197856984,-0.09337605579606316
ham,-0.05688555609698338,-0.037043527285075935,-0.0360012948613327,-0.0252801592096913,-0.05580756691839394,-0.044298183780415876,-0.017151137763119138,-0.028739602861375214,-0.020687566805853572,0.006289536158588658
ham,-0.011372230669061074,-0.03848409544645428,-0.01872986490396354,0.0005104128913429241,-0.09913939995204865,0.056693662500044,0.11111082477645481,0.1073873286608348,-0.030529310600876554,0.16789500014889194
spam,0.06668807334567856,0.009703874739373673,0.006545649346855809,-0.11430585772384112,0.10094961815070265,-0.07991282918081544,0.0036160120892587268,-0.08675110796294289,-0.0018823432834315244,-0.01602926358399276
ham,-0.04685071084426693,-0.020678281222113064,-0.04682481756220154,-0.018216824375086805,-0.005788704537710609,-0.049344412424567795,-0.019058301788924564,-0.03275120615662267,-4.990889183382e-05,-0.03323737655438861
ham,-0.001228864298159809,-0.03134500097643529,-0.03645434396734652,0.03671142836433759,-0.08089384390554352,0.07775168879653994,-0.0058045022152741965,0.14607490007468338,-0.036999534358540816,0.012265033840272065
spam,-0.044538863249417554,0.04479776043002408,-0.05307466596762037,-0.12785235799950734,0.09969323332197028,-0.05636967224535297,0.007285437919245551,0.015031368986978266,-0.04157793225781186,0.02122840579769946
spam,-0.027348021384044026,0.0448197116885631,-0.08311952411692913,-0.1739189195323253,0.16601288865808664,-0.02833520420718123,-0.057547323440832875,0.04128906422439298,-0.07895537019479973,0.022740013095661208
ham,-0.019053484710956175,-0.038095986828040225,-0.04917295342398062,0.022679441851721795,-0.05220363947151483,0.0001518626621226182,-0.08307157388833097,0.04617875709978667,-0.07016626474779207,0.07436792419570565
spam,0.04211809451177331,0.05720507032864205,0.02375716057591862,-0.11139399232722494,0.06730396516741131,-0.06868500529088663,0.013476351038395593,-0.03302302687953719,-0.01150868900998978,-0.01510065295446675
ham,-0.02874654378047913,-0.01410013490682819,-0.061113749103950656,0.026051109977050527,0.048627802656205726,0.03796014610439094,0.06963870537232023,-0.07742483023779365,0.20544406401813192,0.09987968954817407
ham,-0.12789251769377907,0.07266111170336666,-0.006880946395243078,0.01665060923251881,-0.1260394354831736,-0.019304500262349297,0.07457483076468865,-0.08877997161875996,0.009968236019467218,-0.05649153728446128
ham,0.031057617563764652,-0.022887771181271884,0.0031115648915155817,0.04918563313575388,-0.0466100233074209,-0.011920595679178567,-0.02010853223023234,-0.11108203677140847,0.00926348432006512,0.03699290215530754
ham,0.16010491141101263,-0.005015531579572302,0.02839865535310457,0.05685406621835296,0.012530635781460712,0.1268048541427568,-0.05870495084042386,-0.012310229216978866,-0.0009453903888769817,-0.028440010712119282
ham,0.236636052162738,0.05187621676301596,0.1534727324234205,0.05572383286029962,-0.062096792827115485,-0.1617039054715958,-0.06199463798459491,-0.011356833144954065,0.2689351249238111,0.03391109585964087
ham,-0.004485569229775311,0.03822792394250145,0.008854456017591293,-0.049963324109490934,-0.063272780555552,-0.027546655976891498,0.10503592165566603,0.1274023549254974,-0.05158884755908557,0.03084583741280362
ham,0.015622047967953865,-0.04164296882612745,0.004275675939825116,0.021412189630283452,-0.08918099332868538,-0.007715176061741547,-0.06363308945798114,-0.040560656775833606,-0.10255806384384791,0.00893348766830939
ham,-0.08859177342078865,-0.02696156044242899,-0.03372878020757008,-0.005924320012011052,-0.07210360290951132,-0.04683364708474476,0.11731480536386792,0.022557993014985633,0.21321878083281706,0.06702596589316888
ham,-0.05537998308731086,0.0817737399168146,-0.027367521096373353,-0.06052760849118909,0.016036321915140535,-0.06528350603275976,0.021475580083487322,0.056467797261266654,0.03536825258921382,0.014594114612744239
ham,-0.047616653258873744,-0.03461998103739221,-0.04379446507626959,0.00610992576477637,-0.06831542305606585,-0.03223065206116352,-0.005983102808081399,0.0389390590107743,-0.038659669674026384,0.13374149912457428
spam,-0.0199276538474554,-0.027277116948129853,-0.061511306416808784,-0.007978557651490687,0.03424667006470515,0.04394919151792654,-0.05303671146566917,0.003252191061375043,0.061009883191760726,-0.009247744073736148
spam,-0.025089697086807458,-0.029174003660886825,-0.05611057948707604,-0.044569206765001375,0.061059213821801385,0.04890995673902169,0.0070203339154305214,-0.06369729317663413,0.022689806513548242,-0.015672471852925345
ham,-0.05632613905343884,-0.029238191386808568,-0.045012484257288383,-0.0024292486327975337,-0.025895896650657144,-0.003036194295475923,-0.02319001548167763,-0.019597075137474378,-0.057077933087547494,-0.03187169307691243
ham,0.08920075522153115,0.11738524403335315,0.04157478652012588,0.0014281050128215262,0.002325425604121459,0.0358084273725339,-0.04363140446310466,0.12043074651740909,-0.07189388525641156,-0.033286238784359344
ham,-0.059046643989547995,-0.036730698935993886,-0.042915550045129876,0.009167968950464463,-0.015296729369816676,-0.039053749875327046,-0.008926205988503756,-0.053033131774329306,0.024543519215934093,0.05073723986790361
spam,0.021642947131522698,0.04527375336821922,-0.019467675415095517,-0.02954686201845166,0.07539492538846314,0.08448940951922412,0.006369946153460968,-0.02592073526937771,-0.011074901674533863,-0.03733423588430956
ham,-0.04996612629951183,-0.036621431965469964,-0.0394259665282687,0.03825414566294101,-0.07670399307401801,0.03594261480920671,0.04576123912964194,-0.04054834063327362,0.04213032549465846,0.04711109099948357
ham,0.2019444826332902,0.03883188507215934,0.06879250437145855,0.015183525198137563,0.019168369922427066,0.1157743720655893,0.027818181800850456,0.2783384212282268,0.10508635890816273,-0.15600735327876616
